running_id,participant_id,code,payoff,tr,PQ1,PQ2,PQ3,PQ4,PQ6,PQ7,PQ8,PQ9,PQ10,IMC,age,gender,education,work_status,comp_skill,forecasting_skill,similar_exp,time_inst,time_total,tinst_ttot,a,b,running_id,page,round,test_round,AI_forecast,human_forecast,selected_forecast,select_human,selected_quant,guidance_followed,pos_dir,large_mag,sort,sort_num,demand,adjustment,value,min_devtomean,dev_to_mean,h_AI_samedev,closer_to_mean,h_closer_tomean,adj_vs_mean,adj_vs_AI,earlier_rounds,later_rounds,directly_after_feedback
4221,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4221,2,13,0,14,17,AI,0,14,1,1,0,D<AI<H,1,10,3,0,4,4,0,1,0,0.3,0.214285714,0,0,0
4222,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4222,2,14,0,9,16,AI,0,9,1,1,1,AI<D<H,3,6,7,0,1,1,0,1,0,0.7,0.777777778,0,0,0
4223,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4223,2,15,0,14,11,Human,1,11,1,0,0,D<H<AI,2,13,-3,0,1,1,0,1,1,0.3,0.214285714,0,0,0
4224,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4224,2,16,0,4,7,AI,0,4,1,1,0,AI<H<D,10,6,3,1,3,6,0,0,1,0.3,0.75,0,0,0
4225,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4225,3,17,0,13,4,Human,1,4,1,0,1,H<D<AI,8,7,-9,1,3,6,0,0,0,0.9,0.692307692,0,0,1
4226,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4226,3,18,0,5,9,AI,0,5,1,1,0,AI<H<D,10,6,4,0,1,5,0,0,1,0.4,0.8,0,0,0
4227,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4227,3,19,0,8,12,AI,0,8,1,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0
4228,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4228,3,20,0,14,7,Human,1,7,1,0,1,H<D<AI,8,9,-7,1,3,3,0,1,1,0.7,0.5,0,0,0
4229,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4229,3,21,0,12,21,AI,0,12,1,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0
4230,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4230,3,22,0,11,8,Human,1,8,1,0,0,H<D<AI,8,12,-3,0,1,2,0,0,0,0.3,0.272727273,0,0,0
4231,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4231,3,23,0,24,17,Human,1,17,1,0,1,D<H<AI,2,14,-7,1,7,7,0,1,1,0.7,0.291666667,0,0,0
4232,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4232,3,24,0,16,3,Human,1,3,1,0,1,H<D<AI,8,5,-13,1,6,7,0,0,0,1.3,0.8125,0,0,0
4233,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4233,4,25,0,10,14,AI,0,10,1,1,0,D=AI<H,4,13,4,1,0,0,0,1,0,0.4,0.4,0,0,1
4234,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4234,4,26,0,10,3,Human,1,3,1,0,1,H<D=AI,6,9,-7,0,0,7,0,0,0,0.7,0.7,0,0,0
4235,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4235,4,27,0,1,9,AI,0,1,1,1,1,AI<H<D,10,10,8,1,1,9,0,0,1,0.8,8,0,0,0
4236,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4236,4,28,0,14,13,AI,0,14,0,0,0,D<H<AI,2,20,-1,0,3,4,0,0,1,0.1,0.071428571,0,0,0
4237,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4237,4,29,0,12,9,Human,1,9,1,0,0,H<D<AI,8,10,-3,1,1,1,0,1,1,0.3,0.25,0,0,0
4238,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4238,4,30,0,14,16,AI,0,14,1,1,0,D<AI<H,1,10,2,0,4,4,0,1,0,0.2,0.142857143,0,0,0
4239,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4239,4,31,0,6,7,AI,0,6,1,1,0,AI<H<D,10,18,1,1,3,4,0,0,1,0.1,0.166666667,0,0,0
4240,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4240,4,32,0,26,20,Human,1,20,1,0,1,D<H<AI,2,10,-6,1,10,10,0,1,1,0.6,0.230769231,0,0,0
4241,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4241,5,33,0,10,12,AI,0,10,1,1,0,D=AI<H,4,19,2,1,0,0,0,1,0,0.2,0.2,0,0,1
4242,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4242,5,34,0,17,15,Human,1,15,1,0,0,D<H<AI,2,19,-2,0,5,5,0,1,1,0.2,0.117647059,0,0,0
4243,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4243,5,35,0,6,2,Human,1,2,1,0,0,H<AI<D,7,10,-4,0,4,8,0,0,0,0.4,0.666666667,0,0,0
4244,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4244,5,36,0,8,15,AI,0,8,1,1,1,AI<D<H,3,7,7,0,2,2,0,1,0,0.7,0.875,0,0,0
4245,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4245,5,37,0,12,23,AI,0,12,1,1,1,D<AI<H,1,13,11,0,2,2,0,1,0,1.1,0.916666667,0,0,0
4246,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4246,5,38,0,19,11,Human,1,11,1,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0
4247,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4247,5,39,0,8,11,AI,0,8,1,1,0,AI<D<H,3,7,3,0,1,2,0,0,1,0.3,0.375,0,0,0
4248,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4248,5,40,0,13,24,AI,0,13,1,1,1,D<AI<H,1,20,11,1,3,3,0,1,0,1.1,0.846153846,0,0,0
4249,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4249,6,41,0,17,9,Human,1,9,1,0,1,H<D<AI,8,10,-8,1,1,1,0,1,1,0.8,0.470588235,0,1,1
4250,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4250,6,42,0,9,12,AI,0,9,1,1,0,AI<D<H,3,10,3,0,1,1,0,1,0,0.3,0.333333333,0,1,0
4251,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4251,6,43,0,3,6,AI,0,3,1,1,0,AI<H<D,10,10,3,1,4,7,0,0,1,0.3,1,0,1,0
4252,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4252,6,44,0,7,14,AI,0,7,1,1,1,AI<D<H,3,10,7,0,3,3,0,1,0,0.7,1,0,1,0
4253,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4253,6,45,0,20,14,Human,1,14,1,0,1,D<H<AI,2,22,-6,0,4,4,0,1,1,0.6,0.3,0,1,0
4254,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4254,6,46,0,10,6,Human,1,6,1,0,0,H<D=AI,6,11,-4,0,0,4,0,0,0,0.4,0.4,0,1,0
4255,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4255,6,47,0,6,12,AI,0,6,1,1,1,AI<D<H,3,7,6,0,2,4,0,0,1,0.6,1,0,1,0
4256,76,yu0y34g7,2.66,70,1,0,1,2,2,2,2,-1,2,I read the instructions,47,Female,High school,"Working (part-time, full-time, self-employed)",1,4,Not at all,9.983333333,18,0.55462963,29,19,4256,6,48,0,12,4,Human,1,4,1,0,1,H<D<AI,8,1,-8,1,2,6,0,0,0,0.8,0.666666667,0,1,0
4257,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4257,0,a,1,11,17,Human,1,17,0,1,1,D<AI<H,1,10,6,0,1,7,0,0,0,0.6,0.545454545,0,0,0
4258,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4258,0,b,1,15,12,AI,0,15,0,0,0,D<H<AI,2,7,-3,1,2,5,0,0,1,0.3,0.2,0,0,0
4259,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4259,0,c,1,9,11,Human,1,11,0,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0
4260,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4260,0,d,1,17,11,Human,1,11,1,0,1,D<H<AI,2,15,-6,0,1,1,0,1,1,0.6,0.352941176,0,0,0
4261,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4261,0,e,1,10,13,Human,1,13,0,1,0,D=AI<H,4,7,3,0,0,3,0,0,0,0.3,0.3,0,0,0
4262,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4262,0,f,1,17,10,Human,1,10,1,0,1,D=H<AI,5,11,-7,1,0,0,0,1,1,0.7,0.411764706,0,0,0
4263,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4263,0,g,1,12,18,Human,1,18,0,1,1,D<AI<H,1,16,6,1,2,8,0,0,0,0.6,0.5,0,0,0
4264,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4264,0,h,1,10,9,AI,0,10,0,0,0,H<D=AI,6,15,-1,0,0,0,0,1,0,0.1,0.1,0,0,0
4265,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4265,1,1,0,8,4,Human,1,4,1,0,0,H<AI<D,7,5,-4,1,2,6,0,0,0,0.4,0.5,1,0,1
4266,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4266,1,2,0,15,9,Human,1,9,1,0,1,H<D<AI,8,11,-6,1,1,1,0,1,1,0.6,0.4,1,0,0
4267,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4267,1,3,0,7,10,Human,1,10,0,1,0,AI<D=H,9,8,3,0,0,0,0,1,1,0.3,0.428571429,1,0,0
4268,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4268,1,4,0,14,24,AI,0,14,1,1,1,D<AI<H,1,15,10,0,4,4,0,1,0,1,0.714285714,1,0,0
4269,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4269,1,5,0,7,4,Human,1,4,1,0,0,H<AI<D,7,6,-3,0,3,6,0,0,0,0.3,0.428571429,1,0,0
4270,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4270,1,6,0,13,19,AI,0,13,1,1,1,D<AI<H,1,5,6,0,3,3,0,1,0,0.6,0.461538462,1,0,0
4271,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4271,1,7,0,6,14,AI,0,6,1,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0
4272,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4272,1,8,0,26,17,AI,0,26,0,0,1,D<H<AI,2,10,-9,1,7,16,0,0,1,0.9,0.346153846,1,0,0
4273,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4273,2,9,0,12,8,AI,0,12,0,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1
4274,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4274,2,10,0,18,26,Human,1,26,0,1,1,D<AI<H,1,10,8,0,8,16,0,0,0,0.8,0.444444444,0,0,0
4275,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4275,2,11,0,17,14,AI,0,17,0,0,0,D<H<AI,2,10,-3,1,4,7,0,0,1,0.3,0.176470588,0,0,0
4276,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4276,2,12,0,10,8,AI,0,10,0,0,0,H<D=AI,6,4,-2,1,0,0,0,1,0,0.2,0.2,0,0,0
4277,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4277,2,13,0,14,17,AI,0,14,1,1,0,D<AI<H,1,10,3,0,4,4,0,1,0,0.3,0.214285714,0,0,0
4278,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4278,2,14,0,9,16,Human,1,16,0,1,1,AI<D<H,3,6,7,0,1,6,0,0,0,0.7,0.777777778,0,0,0
4279,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4279,2,15,0,14,11,AI,0,14,0,0,0,D<H<AI,2,13,-3,0,1,4,0,0,1,0.3,0.214285714,0,0,0
4280,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4280,2,16,0,4,7,AI,0,4,1,1,0,AI<H<D,10,6,3,1,3,6,0,0,1,0.3,0.75,0,0,0
4281,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4281,3,17,0,13,4,AI,0,13,0,0,1,H<D<AI,8,7,-9,1,3,3,0,1,0,0.9,0.692307692,0,0,1
4282,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4282,3,18,0,5,9,Human,1,9,0,1,0,AI<H<D,10,6,4,0,1,1,0,1,1,0.4,0.8,0,0,0
4283,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4283,3,19,0,8,12,AI,0,8,1,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0
4284,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4284,3,20,0,14,7,Human,1,7,1,0,1,H<D<AI,8,9,-7,1,3,3,0,1,1,0.7,0.5,0,0,0
4285,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4285,3,21,0,12,21,AI,0,12,1,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0
4286,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4286,3,22,0,11,8,AI,0,11,0,0,0,H<D<AI,8,12,-3,0,1,1,0,1,0,0.3,0.272727273,0,0,0
4287,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4287,3,23,0,24,17,Human,1,17,1,0,1,D<H<AI,2,14,-7,1,7,7,0,1,1,0.7,0.291666667,0,0,0
4288,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4288,3,24,0,16,3,AI,0,16,0,0,1,H<D<AI,8,5,-13,1,6,6,0,1,0,1.3,0.8125,0,0,0
4289,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4289,4,25,0,10,14,AI,0,10,1,1,0,D=AI<H,4,13,4,1,0,0,0,1,0,0.4,0.4,0,0,1
4290,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4290,4,26,0,10,3,Human,1,3,1,0,1,H<D=AI,6,9,-7,0,0,7,0,0,0,0.7,0.7,0,0,0
4291,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4291,4,27,0,1,9,Human,1,9,0,1,1,AI<H<D,10,10,8,1,1,1,0,1,1,0.8,8,0,0,0
4292,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4292,4,28,0,14,13,AI,0,14,0,0,0,D<H<AI,2,20,-1,0,3,4,0,0,1,0.1,0.071428571,0,0,0
4293,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4293,4,29,0,12,9,AI,0,12,0,0,0,H<D<AI,8,10,-3,1,1,2,0,0,1,0.3,0.25,0,0,0
4294,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4294,4,30,0,14,16,AI,0,14,1,1,0,D<AI<H,1,10,2,0,4,4,0,1,0,0.2,0.142857143,0,0,0
4295,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4295,4,31,0,6,7,Human,1,7,0,1,0,AI<H<D,10,18,1,1,3,3,0,1,1,0.1,0.166666667,0,0,0
4296,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4296,4,32,0,26,20,AI,0,26,0,0,1,D<H<AI,2,10,-6,1,10,16,0,0,1,0.6,0.230769231,0,0,0
4297,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4297,5,33,0,10,12,Human,1,12,0,1,0,D=AI<H,4,19,2,1,0,2,0,0,0,0.2,0.2,0,0,1
4298,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4298,5,34,0,17,15,AI,0,17,0,0,0,D<H<AI,2,19,-2,0,5,7,0,0,1,0.2,0.117647059,0,0,0
4299,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4299,5,35,0,6,2,AI,0,6,0,0,0,H<AI<D,7,10,-4,0,4,4,0,1,0,0.4,0.666666667,0,0,0
4300,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4300,5,36,0,8,15,AI,0,8,1,1,1,AI<D<H,3,7,7,0,2,2,0,1,0,0.7,0.875,0,0,0
4301,77,vhcgcn2g,1.92,70,0,1,0,1,0,1,0,1,1,I read the instructions,36,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Only one,19.41666667,43.78333333,0.443471641,31,17,4301,5,37,0,12,23,Human,1,23,0,1,1,D<AI<H,1,13,11,0,2,13,0,0,0,1.1,0.916666667,0,0,0
