running_id,participant_id,code,payoff,tr,PQ1,PQ2,PQ3,PQ4,PQ6,PQ7,PQ8,PQ9,PQ10,IMC,age,gender,education,work_status,comp_skill,forecasting_skill,similar_exp,time_inst,time_total,tinst_ttot,a,b,running_id,page,round,test_round,AI_forecast,human_forecast,selected_forecast,select_human,selected_quant,guidance_followed,g1,g2,g3,neg_small,neg_large,pos_dir,large_mag,sort,sort_num,demand,adjustment,value,min_devtomean,dev_to_mean,h_AI_samedev,closer_to_mean,h_closer_tomean,adj_vs_mean,adj_vs_AI,earlier_rounds,later_rounds,directly_after_feedback
5123,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5123,3,19,0,8,12,AI,0,8,1,0,1,0,0,0,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0
5124,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5124,3,20,0,14,7,Human,1,7,1,1,0,0,0,1,0,1,H<D<AI,8,9,-7,1,3,3,0,1,1,0.7,0.5,0,0,0
5125,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5125,3,21,0,12,21,AI,0,12,1,0,1,0,0,0,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0
5126,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5126,3,22,0,11,8,Human,1,8,0,0,0,0,1,0,0,0,H<D<AI,8,12,-3,0,1,2,0,0,0,0.3,0.272727273,0,0,0
5127,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5127,3,23,0,24,17,Human,1,17,1,1,0,0,0,1,0,1,D<H<AI,2,14,-7,1,7,7,0,1,1,0.7,0.291666667,0,0,0
5128,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5128,3,24,0,16,3,Human,1,3,1,1,0,0,0,1,0,1,H<D<AI,8,5,-13,1,6,7,0,0,0,1.3,0.8125,0,0,0
5129,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5129,4,25,0,10,14,AI,0,10,1,0,1,0,0,0,1,0,D=AI<H,4,13,4,1,0,0,0,1,0,0.4,0.4,0,0,1
5130,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5130,4,26,0,10,3,Human,1,3,1,1,0,0,0,1,0,1,H<D=AI,6,9,-7,0,0,7,0,0,0,0.7,0.7,0,0,0
5131,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5131,4,27,0,1,9,AI,0,1,1,0,1,0,0,0,1,1,AI<H<D,10,10,8,1,1,9,0,0,1,0.8,8,0,0,0
5132,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5132,4,28,0,14,13,Human,1,13,0,0,0,0,1,0,0,0,D<H<AI,2,20,-1,0,3,3,0,1,1,0.1,0.071428571,0,0,0
5133,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5133,4,29,0,12,9,Human,1,9,0,0,0,0,1,0,0,0,H<D<AI,8,10,-3,1,1,1,0,1,1,0.3,0.25,0,0,0
5134,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5134,4,30,0,14,16,AI,0,14,1,0,1,0,0,0,1,0,D<AI<H,1,10,2,0,4,4,0,1,0,0.2,0.142857143,0,0,0
5135,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5135,4,31,0,6,7,AI,0,6,1,0,1,0,0,0,1,0,AI<H<D,10,18,1,1,3,4,0,0,1,0.1,0.166666667,0,0,0
5136,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5136,4,32,0,26,20,Human,1,20,1,1,0,0,0,1,0,1,D<H<AI,2,10,-6,1,10,10,0,1,1,0.6,0.230769231,0,0,0
5137,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5137,5,33,0,10,12,AI,0,10,1,0,1,0,0,0,1,0,D=AI<H,4,19,2,1,0,0,0,1,0,0.2,0.2,0,0,1
5138,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5138,5,34,0,17,15,Human,1,15,0,0,0,0,1,0,0,0,D<H<AI,2,19,-2,0,5,5,0,1,1,0.2,0.117647059,0,0,0
5139,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5139,5,35,0,6,2,Human,1,2,0,0,0,0,1,0,0,0,H<AI<D,7,10,-4,0,4,8,0,0,0,0.4,0.666666667,0,0,0
5140,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5140,5,36,0,8,15,AI,0,8,1,0,1,0,0,0,1,1,AI<D<H,3,7,7,0,2,2,0,1,0,0.7,0.875,0,0,0
5141,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5141,5,37,0,12,23,AI,0,12,1,0,1,0,0,0,1,1,D<AI<H,1,13,11,0,2,2,0,1,0,1.1,0.916666667,0,0,0
5142,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5142,5,38,0,19,11,Human,1,11,1,1,0,0,0,1,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0
5143,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5143,5,39,0,8,11,AI,0,8,1,0,1,0,0,0,1,0,AI<D<H,3,7,3,0,1,2,0,0,1,0.3,0.375,0,0,0
5144,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5144,5,40,0,13,24,AI,0,13,1,0,1,0,0,0,1,1,D<AI<H,1,20,11,1,3,3,0,1,0,1.1,0.846153846,0,0,0
5145,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5145,6,41,0,17,9,Human,1,9,1,1,0,0,0,1,0,1,H<D<AI,8,10,-8,1,1,1,0,1,1,0.8,0.470588235,0,1,1
5146,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5146,6,42,0,9,12,AI,0,9,1,0,1,0,0,0,1,0,AI<D<H,3,10,3,0,1,1,0,1,0,0.3,0.333333333,0,1,0
5147,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5147,6,43,0,3,6,AI,0,3,1,0,1,0,0,0,1,0,AI<H<D,10,10,3,1,4,7,0,0,1,0.3,1,0,1,0
5148,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5148,6,44,0,7,14,AI,0,7,1,0,1,0,0,0,1,1,AI<D<H,3,10,7,0,3,3,0,1,0,0.7,1,0,1,0
5149,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5149,6,45,0,20,14,Human,1,14,1,1,0,0,0,1,0,1,D<H<AI,2,22,-6,0,4,4,0,1,1,0.6,0.3,0,1,0
5150,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5150,6,46,0,10,6,Human,1,6,0,0,0,0,1,0,0,0,H<D=AI,6,11,-4,0,0,4,0,0,0,0.4,0.4,0,1,0
5151,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5151,6,47,0,6,12,AI,0,6,1,0,1,0,0,0,1,1,AI<D<H,3,7,6,0,2,4,0,0,1,0.6,1,0,1,0
5152,92,7kz1lnb8,2.88,60,2,0,2,2,2,2,2,-1,2,I read the instructions,30,Male,Bachelor,"Working (part-time, full-time, self-employed)",2,1,Not at all,0.683333333,9.35,0.073083779,24,24,5152,6,48,0,12,4,Human,1,4,1,1,0,0,0,1,0,1,H<D<AI,8,1,-8,1,2,6,0,0,0,0.8,0.666666667,0,1,0
5153,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5153,0,a,1,11,17,Human,1,17,0,0,0,0,0,0,1,1,D<AI<H,1,10,6,0,1,7,0,0,0,0.6,0.545454545,0,0,0
5154,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5154,0,b,1,15,12,AI,0,15,1,0,0,1,1,0,0,0,D<H<AI,2,7,-3,1,2,5,0,0,1,0.3,0.2,0,0,0
5155,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5155,0,c,1,9,11,Human,1,11,0,0,0,0,0,0,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0
5156,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5156,0,d,1,17,11,AI,0,17,0,0,0,0,0,1,0,1,D<H<AI,2,15,-6,0,1,7,0,0,1,0.6,0.352941176,0,0,0
5157,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5157,0,e,1,10,13,Human,1,13,0,0,0,0,0,0,1,0,D=AI<H,4,7,3,0,0,3,0,0,0,0.3,0.3,0,0,0
5158,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5158,0,f,1,17,10,AI,0,17,0,0,0,0,0,1,0,1,D=H<AI,5,11,-7,1,0,7,0,0,1,0.7,0.411764706,0,0,0
5159,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5159,0,g,1,12,18,Human,1,18,0,0,0,0,0,0,1,1,D<AI<H,1,16,6,1,2,8,0,0,0,0.6,0.5,0,0,0
5160,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5160,0,h,1,10,9,AI,0,10,1,0,0,1,1,0,0,0,H<D=AI,6,15,-1,0,0,0,0,1,0,0.1,0.1,0,0,0
5161,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5161,1,1,0,8,4,AI,0,8,1,0,0,1,1,0,0,0,H<AI<D,7,5,-4,1,2,2,0,1,0,0.4,0.5,1,0,1
5162,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5162,1,2,0,15,9,Human,1,9,1,1,0,0,0,1,0,1,H<D<AI,8,11,-6,1,1,1,0,1,1,0.6,0.4,1,0,0
5163,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5163,1,3,0,7,10,Human,1,10,0,0,0,0,0,0,1,0,AI<D=H,9,8,3,0,0,0,0,1,1,0.3,0.428571429,1,0,0
5164,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5164,1,4,0,14,24,AI,0,14,1,0,1,0,0,0,1,1,D<AI<H,1,15,10,0,4,4,0,1,0,1,0.714285714,1,0,0
5165,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5165,1,5,0,7,4,AI,0,7,1,0,0,1,1,0,0,0,H<AI<D,7,6,-3,0,3,3,0,1,0,0.3,0.428571429,1,0,0
5166,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5166,1,6,0,13,19,Human,1,19,0,0,0,0,0,0,1,1,D<AI<H,1,5,6,0,3,9,0,0,0,0.6,0.461538462,1,0,0
5167,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5167,1,7,0,6,14,Human,1,14,0,0,0,0,0,0,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0
5168,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5168,1,8,0,26,17,AI,0,26,0,0,0,0,0,1,0,1,D<H<AI,2,10,-9,1,7,16,0,0,1,0.9,0.346153846,1,0,0
5169,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5169,2,9,0,12,8,Human,1,8,0,0,0,0,1,0,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1
5170,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5170,2,10,0,18,26,Human,1,26,0,0,0,0,0,0,1,1,D<AI<H,1,10,8,0,8,16,0,0,0,0.8,0.444444444,0,0,0
5171,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5171,2,11,0,17,14,AI,0,17,1,0,0,1,1,0,0,0,D<H<AI,2,10,-3,1,4,7,0,0,1,0.3,0.176470588,0,0,0
5172,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5172,2,12,0,10,8,AI,0,10,1,0,0,1,1,0,0,0,H<D=AI,6,4,-2,1,0,0,0,1,0,0.2,0.2,0,0,0
5173,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5173,2,13,0,14,17,Human,1,17,0,0,0,0,0,0,1,0,D<AI<H,1,10,3,0,4,7,0,0,0,0.3,0.214285714,0,0,0
5174,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5174,2,14,0,9,16,Human,1,16,0,0,0,0,0,0,1,1,AI<D<H,3,6,7,0,1,6,0,0,0,0.7,0.777777778,0,0,0
5175,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5175,2,15,0,14,11,AI,0,14,1,0,0,1,1,0,0,0,D<H<AI,2,13,-3,0,1,4,0,0,1,0.3,0.214285714,0,0,0
5176,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5176,2,16,0,4,7,AI,0,4,1,0,1,0,0,0,1,0,AI<H<D,10,6,3,1,3,6,0,0,1,0.3,0.75,0,0,0
5177,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5177,3,17,0,13,4,AI,0,13,0,0,0,0,0,1,0,1,H<D<AI,8,7,-9,1,3,3,0,1,0,0.9,0.692307692,0,0,1
5178,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5178,3,18,0,5,9,AI,0,5,1,0,1,0,0,0,1,0,AI<H<D,10,6,4,0,1,5,0,0,1,0.4,0.8,0,0,0
5179,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5179,3,19,0,8,12,AI,0,8,1,0,1,0,0,0,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0
5180,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5180,3,20,0,14,7,AI,0,14,0,0,0,0,0,1,0,1,H<D<AI,8,9,-7,1,3,4,0,0,1,0.7,0.5,0,0,0
5181,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5181,3,21,0,12,21,AI,0,12,1,0,1,0,0,0,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0
5182,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5182,3,22,0,11,8,AI,0,11,1,0,0,1,1,0,0,0,H<D<AI,8,12,-3,0,1,1,0,1,0,0.3,0.272727273,0,0,0
5183,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5183,3,23,0,24,17,AI,0,24,0,0,0,0,0,1,0,1,D<H<AI,2,14,-7,1,7,14,0,0,1,0.7,0.291666667,0,0,0
5184,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5184,3,24,0,16,3,AI,0,16,0,0,0,0,0,1,0,1,H<D<AI,8,5,-13,1,6,6,0,1,0,1.3,0.8125,0,0,0
5185,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5185,4,25,0,10,14,Human,1,14,0,0,0,0,0,0,1,0,D=AI<H,4,13,4,1,0,4,0,0,0,0.4,0.4,0,0,1
5186,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5186,4,26,0,10,3,Human,1,3,1,1,0,0,0,1,0,1,H<D=AI,6,9,-7,0,0,7,0,0,0,0.7,0.7,0,0,0
5187,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5187,4,27,0,1,9,Human,1,9,0,0,0,0,0,0,1,1,AI<H<D,10,10,8,1,1,1,0,1,1,0.8,8,0,0,0
5188,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5188,4,28,0,14,13,Human,1,13,0,0,0,0,1,0,0,0,D<H<AI,2,20,-1,0,3,3,0,1,1,0.1,0.071428571,0,0,0
5189,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5189,4,29,0,12,9,Human,1,9,0,0,0,0,1,0,0,0,H<D<AI,8,10,-3,1,1,1,0,1,1,0.3,0.25,0,0,0
5190,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5190,4,30,0,14,16,Human,1,16,0,0,0,0,0,0,1,0,D<AI<H,1,10,2,0,4,6,0,0,0,0.2,0.142857143,0,0,0
5191,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5191,4,31,0,6,7,Human,1,7,0,0,0,0,0,0,1,0,AI<H<D,10,18,1,1,3,3,0,1,1,0.1,0.166666667,0,0,0
5192,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5192,4,32,0,26,20,Human,1,20,1,1,0,0,0,1,0,1,D<H<AI,2,10,-6,1,10,10,0,1,1,0.6,0.230769231,0,0,0
5193,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5193,5,33,0,10,12,AI,0,10,1,0,1,0,0,0,1,0,D=AI<H,4,19,2,1,0,0,0,1,0,0.2,0.2,0,0,1
5194,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5194,5,34,0,17,15,AI,0,17,1,0,0,1,1,0,0,0,D<H<AI,2,19,-2,0,5,7,0,0,1,0.2,0.117647059,0,0,0
5195,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5195,5,35,0,6,2,AI,0,6,1,0,0,1,1,0,0,0,H<AI<D,7,10,-4,0,4,4,0,1,0,0.4,0.666666667,0,0,0
5196,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5196,5,36,0,8,15,AI,0,8,1,0,1,0,0,0,1,1,AI<D<H,3,7,7,0,2,2,0,1,0,0.7,0.875,0,0,0
5197,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5197,5,37,0,12,23,Human,1,23,0,0,0,0,0,0,1,1,D<AI<H,1,13,11,0,2,13,0,0,0,1.1,0.916666667,0,0,0
5198,93,wr091ow4,2.06,70,1,0,1,1,0,0,1,1,0,I read the instructions,42,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,3,Not at all,12.8,25.31666667,0.505595787,24,24,5198,5,38,0,19,11,Human,1,11,1,1,0,0,0,1,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0
